title,authors,average_rating,language_code,publisher,tags
Sodom and Gomorrah In Search of Lost Time  4 ,MarcelProust/C.K.ScottMoncrieff/TerenceKilmartin/D.J.Enright,4.35,eng,ModernLibraryClassics,"sodom and gomorrah in search of lost time  4 ,marcelproust/c.k.scottmoncrieff/terencekilmartin/d.j.enright,modernlibraryclassics"
Swanns Way In Search of Lost Time 1 ,MarcelProust,4.14,eng,ChattoandWindus,"swanns way in search of lost time 1 ,marcelproust,chattoandwindus"
Missing Persons and Mistaken Identities Women and Gender in Ancient Israel,PhyllisA.Bird,3.8,eng,AugsburgFortressPublishing,"missing persons and mistaken identities women and gender in ancient israel,phyllisa.bird,augsburgfortresspublishing"
Mistaken Identity,NayantaraSahgal,2.98,eng,HarperCollins,"mistaken identity,nayantarasahgal,harpercollins"
The Skeptic s Dictionary A Collection of Strange Beliefs Amusing Deceptions and Dangerous Delusions,RobertToddCarroll,4.02,eng,Wiley,"the skeptic s dictionary a collection of strange beliefs amusing deceptions and dangerous delusions,roberttoddcarroll,wiley"
The Bush Dyslexicon Observations on a National Disorder,MarkCrispinMiller,3.56,eng,W.W.NortonCompany,"the bush dyslexicon observations on a national disorder,markcrispinmiller,w.w.nortoncompany"
Extraordinary Popular Delusions  the Madness of Crowds Great Minds ,CharlesMackay,3.88,eng,PrometheusBooks,"extraordinary popular delusions  the madness of crowds great minds ,charlesmackay,prometheusbooks"
Extraordinary Popular Delusions and the Madness of Crowds Confusión de Confusiones Marketplace Book ,MartinS.Fridson/CharlesMackay/JosephdeLaVega,3.91,en-GB,Wiley,"extraordinary popular delusions and the madness of crowds confusión de confusiones marketplace book ,martins.fridson/charlesmackay/josephdelavega,wiley"
The Crowd Extraordinary Popular Delusions  the Madness of Crowds,GustaveLeBon/CharlesMackay,3.93,eng,Wasendorf&AssociatesInc,"the crowd extraordinary popular delusions  the madness of crowds,gustavelebon/charlesmackay,wasendorf&associatesinc"
The Capture Guardians of Ga Hoole  1 ,KathrynLasky,3.9,eng,ScholasticPaperbacks,"the capture guardians of ga hoole  1 ,kathrynlasky,scholasticpaperbacks"
The Journey Guardians of Ga Hoole  2 ,KathrynLasky,4.0,en-US,ScholasticInc.,"the journey guardians of ga hoole  2 ,kathrynlasky,scholasticinc."
The Rescue Guardians of Ga Hoole  3 ,KathrynLasky,4.07,eng,ScholasticInc.,"the rescue guardians of ga hoole  3 ,kathrynlasky,scholasticinc."
The Night Journey,KathrynLasky,3.77,eng,PuffinBooks,"the night journey,kathrynlasky,puffinbooks"
The Collected Stories of Arthur C Clarke,ArthurC.Clarke,4.29,eng,TomDohertyAssociates/OrbBooks,"the collected stories of arthur c clarke,arthurc.clarke,tomdohertyassociates/orbbooks"
Sunstorm A Time Odyssey  2 ,ArthurC.Clarke/StephenBaxter,3.83,eng,DelReyBooks,"sunstorm a time odyssey  2 ,arthurc.clarke/stephenbaxter,delreybooks"
Lair of the White Worm,BramStoker,2.86,eng,DeodandPublishing,"lair of the white worm,bramstoker,deodandpublishing"
Best Ghost and Horror Stories,BramStoker/RichardDalby,3.52,eng,DoverPublications,"best ghost and horror stories,bramstoker/richarddalby,doverpublications"
The Blonde on the Street Corner,DavidGoodis,3.71,en-US,Serpent'sTail,"the blonde on the street corner,davidgoodis,serpent'stail"
Of Tender Sin,DavidGoodis/AdrianWootton,3.69,en-US,Serpent'sTail,"of tender sin,davidgoodis/adrianwootton,serpent'stail"
The Moon in the Gutter,DavidGoodis/AdrianWootton,3.65,en-US,Serpent'sTail,"the moon in the gutter,davidgoodis/adrianwootton,serpent'stail"
Dear Peter Rabbit,AlmaFlorAda/LeslieTryon,4.13,en-US,AladdinPaperbacks,"dear peter rabbit,almaflorada/leslietryon,aladdinpaperbacks"
The Chocolate Covered Contest Nancy Drew  151 ,CarolynKeene,3.89,en-US,Aladdin,"the chocolate covered contest nancy drew  151 ,carolynkeene,aladdin"
Ghost Stories Nancy Drew ,CarolynKeene,3.75,eng,Aladdin,"ghost stories nancy drew ,carolynkeene,aladdin"
The Humor of the American Cowboy,StanHoig/NickEggenhofer,3.43,eng,BisonBooks,"the humor of the american cowboy,stanhoig/nickeggenhofer,bisonbooks"
Ghost in the Shell Ghost in the Shell  1 ,MasamuneShirow,4.18,eng,DarkHorseComics,"ghost in the shell ghost in the shell  1 ,masamuneshirow,darkhorsecomics"
Ghost in the Shell,MasamuneShirow,4.18,en-GB,Titan,"ghost in the shell,masamuneshirow,titan"
Ghost in the Shell 2 Innocence After The Long Goodbye,MasakiYamada/YujiOniki/CarlGustavHorn/DaigoShinma/KeitaSaeki/MamoruOshii/ShinjiMaki,3.97,eng,VIZMediaLLC,"ghost in the shell 2 innocence after the long goodbye,masakiyamada/yujioniki/carlgustavhorn/daigoshinma/keitasaeki/mamoruoshii/shinjimaki,vizmediallc"
At the Edge Psychic Triplet Trilogy  1 ,CaitLondon,3.79,en-US,Avon,"at the edge psychic triplet trilogy  1 ,caitlondon,avon"
Tallchief The Hunter The Tallchiefs 9 ,CaitLondon,4.12,eng,SilhouetteDesire,"tallchief the hunter the tallchiefs 9 ,caitlondon,silhouettedesire"
With Her Last Breath,CaitLondon,3.66,en-US,Avon,"with her last breath,caitlondon,avon"
Tallchief For Keeps The Tallchiefs 3 ,CaitLondon,4.2,eng,Silhouette,"tallchief for keeps the tallchiefs 3 ,caitlondon,silhouette"
The Sgt Rock Archives Vol 3,RobertKanigher/JoeKubert/RussHeath/MarkChiarello/JerryGrandinetti/IrvNovack,4.47,eng,DCComics,"the sgt rock archives vol 3,robertkanigher/joekubert/russheath/markchiarello/jerrygrandinetti/irvnovack,dccomics"
The Sgt Rock Archives Vol 1,RobertKanigher/BobHaney/JoeKubert/JerryGrandinetti,4.2,eng,DCComics,"the sgt rock archives vol 1,robertkanigher/bobhaney/joekubert/jerrygrandinetti,dccomics"
Sgt Rock The Prophecy,JoeKubert,3.47,en-US,DCComics,"sgt rock the prophecy,joekubert,dccomics"
Sgt Frog Vol 13 Sgt Frog  13 ,MineYoshizaki,4.23,eng,TokyoPop,"sgt frog vol 13 sgt frog  13 ,mineyoshizaki,tokyopop"
The Elements of Style,WilliamStrunkJr./E.B.White,4.19,en-US,MacMillanPublishingCompany,"the elements of style,williamstrunkjr./e.b.white,macmillanpublishingcompany"
On Basilisk Station Honor Harrington  1 ,DavidWeber,4.13,eng,BaenBooks,"on basilisk station honor harrington  1 ,davidweber,baenbooks"
The Lure of the Basilisk The Lords of Dûs  1 ,LawrenceWatt-Evans,3.71,eng,WildsidePress,"the lure of the basilisk the lords of dûs  1 ,lawrencewatt-evans,wildsidepress"
Love Smart Find the One You Want Fix the One You Got,PhillipC.McGraw,3.56,en-US,FreePress,"love smart find the one you want fix the one you got,phillipc.mcgraw,freepress"
Smart Love,MarthaHeinemanPieper/WilliamJ.Pieper,3.91,eng,HarvardCommonPress,"smart love,marthaheinemanpieper/williamj.pieper,harvardcommonpress"
Sagwa the Chinese Siamese Cat,AmyTan/GretchenSchields,4.03,eng,AladdinPaperbacks,"sagwa the chinese siamese cat,amytan/gretchenschields,aladdinpaperbacks"
The Bonesetter s Daughter,AmyTan,3.99,eng,HarperPerennial,"the bonesetter s daughter,amytan,harperperennial"
The Opposite of Fate,AmyTan,3.92,eng,HarperPerennial,"the opposite of fate,amytan,harperperennial"
Bonesetter s Daughter,AmyTan/JoanChen,3.99,eng,PhoenixAudio,"bonesetter s daughter,amytan/joanchen,phoenixaudio"
The Horizontal World Growing Up Wild in the Middle of Nowhere,DebraMarquart,3.77,en-US,CounterpointLLC,"the horizontal world growing up wild in the middle of nowhere,debramarquart,counterpointllc"
Horizontal Gene Transfer,MichaelSyvanen/ClarenceI.Kado,4.0,eng,AcademicPress,"horizontal gene transfer,michaelsyvanen/clarencei.kado,academicpress"
The Greek Islands,LawrenceDurrell,3.89,eng,Faber&Faber,"the greek islands,lawrencedurrell,faber&faber"
The Avignon Quintet Monsieur Livia Constance Sebastian and Quinx,LawrenceDurrell,4.07,en-US,Faber&Faber,"the avignon quintet monsieur livia constance sebastian and quinx,lawrencedurrell,faber&faber"
Through the Dark Labyrinth A Biography of Lawrence Durrell,GordonBowker,3.83,eng,St.Martin'sPress,"through the dark labyrinth a biography of lawrence durrell,gordonbowker,st.martin'spress"
Clear Light of Day,AnitaDesai,3.68,eng,MarinerBooks,"clear light of day,anitadesai,marinerbooks"
In Custody,AnitaDesai,3.33,eng,PenguinBooksLtd,"in custody,anitadesai,penguinbooksltd"
Baumgartner s Bombay,AnitaDesai,3.47,eng,MarinerBooks,"baumgartner s bombay,anitadesai,marinerbooks"
Tim Burton Interviews,KristianFraga,4.26,eng,UniversityPressofMississippi,"tim burton interviews,kristianfraga,universitypressofmississippi"
Mysteries,ColinWilson,4.08,eng,Watkins,"mysteries,colinwilson,watkins"
The Occult A History,ColinWilson,3.91,eng,Vintage/RandomHouseInc.(NYC),"the occult a history,colinwilson,vintage/randomhouseinc.(nyc)"
Exemplary Novels IV Lady Cornelia the Deceitful Marriage the Dialogue of the Dogs,MigueldeCervantesSaavedra/JohnMacklin,4.2,eng,Aris&Phillips,"exemplary novels iv lady cornelia the deceitful marriage the dialogue of the dogs,migueldecervantessaavedra/johnmacklin,aris&phillips"
In the Royal Manner  Expert Advice on Etiquette and Entertaining from the Former Butler to Diana Princess of Wales,PaulBurrell,3.64,eng,WarnerBooks,"in the royal manner  expert advice on etiquette and entertaining from the former butler to diana princess of wales,paulburrell,warnerbooks"
Because the Night Lloyd Hopkins  2 ,JamesEllroy,3.48,eng,Vintage,"because the night lloyd hopkins  2 ,jamesellroy,vintage"
Crime Wave Reportage and Fiction from the Underside of L A ,JamesEllroy/ArtCooper,3.59,en-US,VintageCrime/BlackLizard,"crime wave reportage and fiction from the underside of l a ,jamesellroy/artcooper,vintagecrime/blacklizard"
Suicide Hill Lloyd Hopkins  3 ,JamesEllroy,3.53,eng,Vintage,"suicide hill lloyd hopkins  3 ,jamesellroy,vintage"
American Tabloid Underworld USA 1 ,JamesEllroy,4.21,eng,Vintage/RandomHouse(NY),"american tabloid underworld usa 1 ,jamesellroy,vintage/randomhouse(ny)"
Your Cheatin Heart,NancyBartholomew,3.69,eng,HarperTorch,"your cheatin heart,nancybartholomew,harpertorch"
First Things First,StephenR.Covey/A.RogerMerrill/RebeccaR.Merrill,4.1,eng,FreePress,"first things first,stephenr.covey/a.rogermerrill/rebeccar.merrill,freepress"
The 7 Habits of Highly Effective People Powerful Lessons in Personal Change,StephenR.Covey/JimCollins,4.1,eng,FreePress,"the 7 habits of highly effective people powerful lessons in personal change,stephenr.covey/jimcollins,freepress"
The Speed of Trust The One Thing that Changes Everything,StephenM.R.Covey,3.99,eng,FreePress,"the speed of trust the one thing that changes everything,stephenm.r.covey,freepress"
Everything Bad is Good for You,StevenJohnson,3.5,en-US,RiverheadBooks,"everything bad is good for you,stevenjohnson,riverheadbooks"
The Ghost Map The Story of London s Most Terrifying Epidemic and How It Changed Science Cities and the Modern World,StevenJohnson,3.9,eng,RiverheadBooks,"the ghost map the story of london s most terrifying epidemic and how it changed science cities and the modern world,stevenjohnson,riverheadbooks"
The Fountains of Paradise,ArthurC.Clarke,3.96,eng,HarcourtBraceJovanovich(NY),"the fountains of paradise,arthurc.clarke,harcourtbracejovanovich(ny)"
Bad Dreams,KimNewman,3.16,en-US,RunningPress,"bad dreams,kimnewman,runningpress"
Strawberry Days How Internment Destroyed a Japanese American Community,DavidNeiwert,4.0,eng,St.Martin'sPress,"strawberry days how internment destroyed a japanese american community,davidneiwert,st.martin'spress"
The Price of Glory Saga of the Gray Death Legion  3 ,WilliamH.KeithJr.,3.89,eng,FASACorp.,"the price of glory saga of the gray death legion  3 ,williamh.keithjr.,fasacorp."
Feast of Souls The Magister Trilogy  1 ,C.S.Friedman,3.89,en-US,DAW,"feast of souls the magister trilogy  1 ,c.s.friedman,daw"
In Conquest Born In Conquest Born  1 ,C.S.Friedman,3.88,eng,DAW,"in conquest born in conquest born  1 ,c.s.friedman,daw"
Black Sun Rising The Coldfire Trilogy  1 ,C.S.Friedman,3.93,en-US,DawBooks,"black sun rising the coldfire trilogy  1 ,c.s.friedman,dawbooks"
Crown of Shadows The Coldfire Trilogy  3 ,C.S.Friedman,4.17,en-US,DAW,"crown of shadows the coldfire trilogy  3 ,c.s.friedman,daw"
The Madness Season,C.S.Friedman,4.05,eng,DAWBooksInc,"the madness season,c.s.friedman,dawbooksinc"
This Alien Shore,C.S.Friedman,4.04,en-US,DAW,"this alien shore,c.s.friedman,daw"
Whirlpool,ElizabethLowell/AnnMaxwell,3.78,eng,Avon,"whirlpool,elizabethlowell/annmaxwell,avon"
Reckless Love MacKenzie Blackthorn 1 ,ElizabethLowell,3.8,eng,Harlequin,"reckless love mackenzie blackthorn 1 ,elizabethlowell,harlequin"
Warrior MacKenzie Blackthorn 5 ,ElizabethLowell,3.91,eng,MIRA,"warrior mackenzie blackthorn 5 ,elizabethlowell,mira"
Only Mine Only Series  2 ,ElizabethLowell,3.92,en-US,Avon,"only mine only series  2 ,elizabethlowell,avon"
The Secret Sister,AnnMaxwell/ElizabethLowell,3.65,eng,Avon,"the secret sister,annmaxwell/elizabethlowell,avon"
Tell Me No Lies,ElizabethLowell,3.99,en-US,HQN,"tell me no lies,elizabethlowell,hqn"
Sweet Rosie O Grady,JoanJonker,4.48,eng,Headline,"sweet rosie o grady,joanjonker,headline"
Fergus and the Night Demon,JimMurphy/JohnManders,3.69,en-US,ClarionBooks,"fergus and the night demon,jimmurphy/johnmanders,clarionbooks"
The Secret on Ararat Babylon Rising  2 ,TimLaHaye/BobPhillips,4.23,eng,Bantam,"the secret on ararat babylon rising  2 ,timlahaye/bobphillips,bantam"
Avalon,AnyaSeton/PhilippaGregory,3.87,en-US,ChicagoReviewPress,"avalon,anyaseton/philippagregory,chicagoreviewpress"
The Winthrop Woman,AnyaSeton/PhilippaGregory,4.09,en-US,ChicagoReviewPress,"the winthrop woman,anyaseton/philippagregory,chicagoreviewpress"
The Hearth and Eagle,AnyaSeton,3.89,eng,Fawcett,"the hearth and eagle,anyaseton,fawcett"
Media Unlimited How the Torrent of Images  Sounds Overwhelms Our Lives,ToddGitlin,3.55,en-US,Picador,"media unlimited how the torrent of images  sounds overwhelms our lives,toddgitlin,picador"
The Whole World is Watching Mass Media in the Making and Unmaking of the New Left with a New Preface,ToddGitlin,3.73,en-US,UniversityofCaliforniaPress,"the whole world is watching mass media in the making and unmaking of the new left with a new preface,toddgitlin,universityofcaliforniapress"
The Sixties Years of Hope Days of Rage,ToddGitlin,3.73,en-US,BantamBooks(NY),"the sixties years of hope days of rage,toddgitlin,bantambooks(ny)"
The Intellectuals and the Flag,ToddGitlin,3.59,en-US,ColumbiaUniversityPress,"the intellectuals and the flag,toddgitlin,columbiauniversitypress"
The Whole World Is Watching Mass Media in the Making  Unmaking of the New Left,ToddGitlin,3.73,eng,UniversityofCaliforniaPress,"the whole world is watching mass media in the making  unmaking of the new left,toddgitlin,universityofcaliforniapress"
Magical Creatures Easy To Read Easy To Draw ,JoanHolub/DanaRegan,3.0,eng,PriceSternSloan,"magical creatures easy to read easy to draw ,joanholub/danaregan,pricesternsloan"
The Pizza That We Made,JoanHolub/LynneAvrilCravath,3.54,en-US,PenguinYoungReaders,"the pizza that we made,joanholub/lynneavrilcravath,penguinyoungreaders"
The Portable Edgar Allan Poe,EdgarAllanPoe/J.GeraldKennedy,4.31,eng,PenguinBooks,"the portable edgar allan poe,edgarallanpoe/j.geraldkennedy,penguinbooks"
Great Short Works,EdgarAllanPoe/GaryRichardThompson,4.26,en-US,HarperPerennial,"great short works,edgarallanpoe/garyrichardthompson,harperperennial"
Tales,H.P.Lovecraft/PeterStraub,4.34,eng,LibraryofAmerica,"tales,h.p.lovecraft/peterstraub,libraryofamerica"
Tales of H P Lovecraft,H.P.Lovecraft/JoyceCarolOates,4.19,eng,Ecco,"tales of h p lovecraft,h.p.lovecraft/joycecaroloates,ecco"
The Best of H P Lovecraft Bloodcurdling Tales of Horror and the Macabre,H.P.Lovecraft/AugustDerleth/RobertBloch,4.31,eng,BallantineBooks,"the best of h p lovecraft bloodcurdling tales of horror and the macabre,h.p.lovecraft/augustderleth/robertbloch,ballantinebooks"
The Doom That Came to Sarnath and Other Stories,H.P.Lovecraft/LinCarter,4.12,eng,DelRey,"the doom that came to sarnath and other stories,h.p.lovecraft/lincarter,delrey"
The Transition of H P Lovecraft The Road to Madness,H.P.Lovecraft/BarbaraHambly,4.3,eng,DelRey,"the transition of h p lovecraft the road to madness,h.p.lovecraft/barbarahambly,delrey"
The Art of H P Lovecraft s the Cthulhu Mythos,PatHarrigan/BrianWood/JeremyMcHugh,4.05,eng,FantasyFlightGames,"the art of h p lovecraft s the cthulhu mythos,patharrigan/brianwood/jeremymchugh,fantasyflightgames"
The Dream Cycle of H P Lovecraft Dreams of Terror and Death,H.P.Lovecraft/E.HoffmannPrice/NeilGaiman,4.23,eng,DelRey,"the dream cycle of h p lovecraft dreams of terror and death,h.p.lovecraft/e.hoffmannprice/neilgaiman,delrey"
Loving Will Shakespeare,CarolynMeyer,3.47,eng,HarcourtChildren'sBooks,"loving will shakespeare,carolynmeyer,harcourtchildren'sbooks"
Doomed Queen Anne Young Royals  3 ,CarolynMeyer,3.87,eng,HMHBooksforYoungReaders,"doomed queen anne young royals  3 ,carolynmeyer,hmhbooksforyoungreaders"
Patience Princess Catherine Young Royals  4 ,CarolynMeyer,3.79,en-US,HMHBooksforYoungReaders,"patience princess catherine young royals  4 ,carolynmeyer,hmhbooksforyoungreaders"
Marie Dancing,CarolynMeyer,3.76,eng,HMHBooksforYoungReaders,"marie dancing,carolynmeyer,hmhbooksforyoungreaders"
Isabel Princesa De Castilla España 1466,CarolynMeyer/CarmeCampsMonf,3.71,spa,Salamandra,"isabel princesa de castilla españa 1466,carolynmeyer/carmecampsmonf,salamandra"
Monte Cook Presents The Year s Best D20 Volume One ,MonteCook,4.2,eng,MalhavocPress,"monte cook presents the year s best d20 volume one ,montecook,malhavocpress"
1848 The Revolution of the Intellectuals,LewisB.Namier/JamesJoll,3.11,eng,BritishAcademy,"1848 the revolution of the intellectuals,lewisb.namier/jamesjoll,britishacademy"
Suddenly Daddy Suddenly 1 ,LoreeLough,3.78,eng,LoveInspired,"suddenly daddy suddenly 1 ,loreelough,loveinspired"
Great Short Stories by American Women,CandaceWard,3.96,eng,DoverPublicationsInc.,"great short stories by american women,candaceward,doverpublicationsinc."
Children s Christmas Stories and Poems In Easy to Read Type,BobBlaisdell/PatRonsonStewart,4.5,eng,DoverPublications,"children s christmas stories and poems in easy to read type,bobblaisdell/patronsonstewart,doverpublications"
The Governess or The Little Female Academy,SarahFielding/CandaceWard,2.63,eng,BroadviewPressInc,"the governess or the little female academy,sarahfielding/candaceward,broadviewpressinc"
The Star Spangled Banner Symbols of America ,DebraHess,4.0,eng,CavendishSquarePublishing,"the star spangled banner symbols of america ,debrahess,cavendishsquarepublishing"
The Liberty Bell Symbols of America ,DebraHess,3.83,eng,CavendishSquarePublishing,"the liberty bell symbols of america ,debrahess,cavendishsquarepublishing"
The Statue of Liberty Symbols of America ,DebraHess,4.0,eng,CavendishSquarePublishing,"the statue of liberty symbols of america ,debrahess,cavendishsquarepublishing"
The White House Symbols of America ,DebraHess,4.0,eng,CavendishSquarePublishing,"the white house symbols of america ,debrahess,cavendishsquarepublishing"
The American Flag Symbols of America ,DebraHess,4.0,eng,CavendishSquarePublishing,"the american flag symbols of america ,debrahess,cavendishsquarepublishing"
Touched with Fire Manic Depressive Illness and the Artistic Temperament,KayRedfieldJamison,4.02,en-US,FreePress,"touched with fire manic depressive illness and the artistic temperament,kayredfieldjamison,freepress"
Manic Depressive Illness Bipolar Disorders and Recurrent Depression,FrederickK.Goodwin/KayRedfieldJamison,4.4,en-GB,OxfordUniversityPressUSA,"manic depressive illness bipolar disorders and recurrent depression,frederickk.goodwin/kayredfieldjamison,oxforduniversitypressusa"
The Bone Yard,PaulJ.Mikol/DeanKoontz/F.PaulWilson/SheriS.Tepper/RayGarton,4.01,eng,Berkley,"the bone yard,paulj.mikol/deankoontz/f.paulwilson/sheris.tepper/raygarton,berkley"
Dracula Was a Woman In Search of the Blood Countess of Transylvania,RaymondT.McNally,3.52,eng,McGraw-HillCompanies,"dracula was a woman in search of the blood countess of transylvania,raymondt.mcnally,mcgraw-hillcompanies"
Proof of Concept,LarryYoung/DamianCouceiro/KieronDwyer,3.0,eng,AITPlanetLar,"proof of concept,larryyoung/damiancouceiro/kierondwyer,aitplanetlar"
Wonderful Life The Burgess Shale and the Nature of History,StephenJayGould,4.12,eng,W.W.Norton&Company,"wonderful life the burgess shale and the nature of history,stephenjaygould,w.w.norton&company"
Justice Oliver Wendell Holmes Law and the Inner Self,G.EdwardWhite,3.67,eng,OxfordUniversityPressUSA,"justice oliver wendell holmes law and the inner self,g.edwardwhite,oxforduniversitypressusa"
Oliver Wendell Holmes in Paris Medicine Theology and the Autocrat of the Breakfast Table,WilliamC.Dowling,5.0,eng,UniversityPressofNewEngland,"oliver wendell holmes in paris medicine theology and the autocrat of the breakfast table,williamc.dowling,universitypressofnewengland"
Evermore,JamesRobertSmith/StephenMarkRainey/JoelLane/GaryFry/JohnMorressy/KealanPatrickBurke/ManlyWadeWellman/FredChappell/CharleeJacob/F.GwynplaineMacIntyre/SteveRasnicTem/ThomasF.Monteleone/RickHautala/MelanieTem/TreyR.Baker/KenGoldman/VincentStarrett/TomPiccirilli,3.31,eng,ArkhamHousePublishers,"evermore,jamesrobertsmith/stephenmarkrainey/joellane/garyfry/johnmorressy/kealanpatrickburke/manlywadewellman/fredchappell/charleejacob/f.gwynplainemacintyre/steverasnictem/thomasf.monteleone/rickhautala/melanietem/treyr.baker/kengoldman/vincentstarrett/tompiccirilli,arkhamhousepublishers"
The Azathoth Cycle Tales of the Blind Idiot God,RobertM.Price/EdwardPickmanDerby/PeterCannon/StephenMarkRainey/LinCarter/HenryKuttner/RamseyCampbell/ThomasLigotti/RichardL.Tierney/GaryMyers/DonaldR.Burleson/C.J.Henderson/StephenStudach/JohnGlasby/AllenMackey,3.75,eng,Chaosium,"the azathoth cycle tales of the blind idiot god,robertm.price/edwardpickmanderby/petercannon/stephenmarkrainey/lincarter/henrykuttner/ramseycampbell/thomasligotti/richardl.tierney/garymyers/donaldr.burleson/c.j.henderson/stephenstudach/johnglasby/allenmackey,chaosium"
Rethinking the Economics of War The Intersection of Need Creed and Greed,CynthiaJ.Arnson/I.WilliamZartman,3.5,eng,WoodrowWilsonCenterPress/JohnsHopkinsUniversityPress,"rethinking the economics of war the intersection of need creed and greed,cynthiaj.arnson/i.williamzartman,woodrowwilsoncenterpress/johnshopkinsuniversitypress"
Narrative of the Life of Frederick Douglass An American Slave Written by Himself,FrederickDouglass/DavidW.Blight,4.02,eng,BedfordBooks,"narrative of the life of frederick douglass an american slave written by himself,frederickdouglass/davidw.blight,bedfordbooks"
Narrative of the Life of Frederick Douglass An American Slave,FrederickDouglass/GregoryStephens/PeterJ.Gomes,4.02,eng,SignetBook,"narrative of the life of frederick douglass an american slave,frederickdouglass/gregorystephens/peterj.gomes,signetbook"
Narrative of the Life of Frederick Douglass An American Slave Written by Himself,FrederickDouglass,4.02,eng,SimonSchuster,"narrative of the life of frederick douglass an american slave written by himself,frederickdouglass,simonschuster"
Autobiographies Narrative of the Life of Frederick Douglass  My Bondage and My Freedom  Life and Times of Frederick Douglass,FrederickDouglass/HenryLouisGatesJr.,4.35,eng,LibraryofAmerica,"autobiographies narrative of the life of frederick douglass  my bondage and my freedom  life and times of frederick douglass,frederickdouglass/henrylouisgatesjr.,libraryofamerica"
Narrative of the Life of Frederick Douglass an American Slave  Incidents in the Life of a Slave Girl,FrederickDouglass/HarrietAnnJacobs/KwameAnthonyAppiah,4.01,eng,ModernLibrary,"narrative of the life of frederick douglass an american slave  incidents in the life of a slave girl,frederickdouglass/harrietannjacobs/kwameanthonyappiah,modernlibrary"
Antes que anochezca,ReinaldoArenas,4.17,spa,TusQuets,"antes que anochezca,reinaldoarenas,tusquets"
Hallucinations or The Ill Fated Peregrinations of Fray Servando,ReinaldoArenas/AndrewHurley/ThomasColchie,4.09,en-US,PenguinBooks,"hallucinations or the ill fated peregrinations of fray servando,reinaldoarenas/andrewhurley/thomascolchie,penguinbooks"
The Assault,ReinaldoArenas/AndrewHurley/ThomasColchie,3.79,eng,PenguinBooks,"the assault,reinaldoarenas/andrewhurley/thomascolchie,penguinbooks"
Cold As Ice Ice  2 ,AnneStuart,3.81,eng,MiraBooks,"cold as ice ice  2 ,annestuart,mirabooks"
Shadow Lover,AnneStuart,3.81,eng,Onyx,"shadow lover,annestuart,onyx"
Ice Blue Ice  3 ,AnneStuart,3.94,eng,MiraBooks,"ice blue ice  3 ,annestuart,mirabooks"
The Devil s Waltz,AnneStuart,3.74,eng,Mira,"the devil s waltz,annestuart,mira"
Shadows At Sunset,AnneStuart,3.63,eng,MIRA,"shadows at sunset,annestuart,mira"
To Love a Dark Lord,AnneStuart,3.82,eng,AvonBooks,"to love a dark lord,annestuart,avonbooks"
Ritual Sins,AnneStuart,3.68,eng,Onyx,"ritual sins,annestuart,onyx"
Prince of Magic,AnneStuart,3.64,eng,Zebra,"prince of magic,annestuart,zebra"
Bound for Oregon,JeanVanLeeuwen/JamesWatling/R.W.Alley,3.8,eng,PuffinBooks,"bound for oregon,jeanvanleeuwen/jameswatling/r.w.alley,puffinbooks"
Oliver and Albert Friends Forever Easy to Read Puffin ,JeanVanLeeuwen/AnnSchweninger,3.61,eng,Puffin,"oliver and albert friends forever easy to read puffin ,jeanvanleeuwen/annschweninger,puffin"
Midnight Brunch Casa Dracula  2 ,MartaAcosta,3.8,en-US,GalleryBooks,"midnight brunch casa dracula  2 ,martaacosta,gallerybooks"
Midnight Is a Place,JoanAiken,3.92,en-US,HMHBooksforYoungReaders,"midnight is a place,joanaiken,hmhbooksforyoungreaders"
Black Hearts in Battersea The Wolves Chronicles  2 ,JoanAiken/EdwardGorey,4.13,en-US,HMHBooksforYoungReaders,"black hearts in battersea the wolves chronicles  2 ,joanaiken/edwardgorey,hmhbooksforyoungreaders"
A Small Pinch of Weather,JoanAiken,4.26,eng,HarperCollinsPublishers,"a small pinch of weather,joanaiken,harpercollinspublishers"
The Cuckoo Tree The Wolves Chronicles  6 ,JoanAiken,4.04,eng,HMHBooksforYoungReaders,"the cuckoo tree the wolves chronicles  6 ,joanaiken,hmhbooksforyoungreaders"
Nightbirds on Nantucket The Wolves Chronicles  3 ,JoanAiken,4.13,eng,HMHBooksforYoungReaders,"nightbirds on nantucket the wolves chronicles  3 ,joanaiken,hmhbooksforyoungreaders"
Seminole Song,VellaMunn,3.71,eng,Forge,"seminole song,vellamunn,forge"
Mary Engelbreit s Home Companion,CharlotteLyons/MaryEngelbreit/BarbaraE.Martin,4.12,eng,AndrewsMcMeelPublishing,"mary engelbreit s home companion,charlottelyons/maryengelbreit/barbarae.martin,andrewsmcmeelpublishing"
Mary Engelbreit s Mother Goose One Hundred Best Loved Verses,MaryEngelbreit/LeonardS.Marcus,4.37,en-US,HarperCollins,"mary engelbreit s mother goose one hundred best loved verses,maryengelbreit/leonards.marcus,harpercollins"
Save the Date A Spirituality of Dating Love Dinner and the Divine,JasonKing,3.6,eng,CrossroadPublishingCompany,"save the date a spirituality of dating love dinner and the divine,jasonking,crossroadpublishingcompany"
Killing the Imposter God Philip Pullman s Spiritual Imagination in His Dark Materials,DonnaFreitas/JasonEdwardKing,3.67,en-GB,Jossey-Bass,"killing the imposter god philip pullman s spiritual imagination in his dark materials,donnafreitas/jasonedwardking,jossey-bass"
